Metrics,LoadPoint,Node, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Tx Utilization,0,all, ,360.6454506201915,355.8385048673261,356.9633576699639,361.99370976605434,357.20364264405714,360.00486732611085,360.4407579682839,356.9784503061705,357.7110123253258,358.9175007850526
Tx Utilization,1,all, ,582.416470403517,580.9764778615167,583.9835629612184,590.251835060449,587.202945909876,580.7484298948029,586.1761265504789,585.1543511540273,584.4105726958707,580.7263895430993
Tx Utilization,2,all, ,788.1414075993091,792.2361340084785,797.0529812372429,793.4582646412309,795.2475270843147,789.1554894802952,792.586444104255,790.3272786151672,789.5957764170199,782.5679855550322
Tx Utilization,3,all, ,983.4776260009421,994.0732748469147,995.1623194379023,987.8972169885383,979.5203426754592,989.5961787564767,988.6028222640917,990.9864382163605,979.6265504788821,992.0447381849584
Tx Utilization,4,all, ,1186.7693613597112,1172.6788251687863,1151.8041097503533,1166.3302520018842,1165.5785445124823,1185.07177343382,1167.771029596483,1184.8886501020568,1184.5280558172396,1149.5042883498195


Rx Utilization,0,all, ,360.6454506201915,355.8385048673261,356.9633576699639,361.99370976605434,357.20364264405714,360.00486732611085,360.4407579682839,356.9784503061705,357.7110123253258,358.9175007850526
Rx Utilization,1,all, ,582.416470403517,580.9764778615167,583.9835629612184,590.251835060449,587.202945909876,580.7484298948029,586.1761265504789,585.1543511540273,584.4105726958707,580.7263895430993
Rx Utilization,2,all, ,788.1414075993091,792.2361340084785,797.0529812372429,793.4582646412309,795.2475270843147,789.1554894802952,792.586444104255,790.3272786151672,789.5957764170199,782.5679855550322
Rx Utilization,3,all, ,983.4776260009421,994.0732748469147,995.1623194379023,987.8972169885383,979.5203426754592,989.5961787564767,988.6028222640917,990.9864382163605,979.6265504788821,992.0447381849584
Rx Utilization,4,all, ,1186.7693613597112,1172.6788251687863,1151.8041097503533,1166.3302520018842,1165.5785445124823,1185.07177343382,1167.771029596483,1184.8886501020568,1184.5280558172396,1149.5042883498195


Regenerators Utilization,0,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regenerators Utilization,1,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regenerators Utilization,2,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regenerators Utilization,3,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regenerators Utilization,4,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0


Tx Utilization Per Node,0,11, ,12.195360339142722,12.452837965143665,12.533678756476684,12.732954545454545,11.952720207253886,12.787309624744857,12.910415685350918,12.0136697283718,12.6376589731512,12.695016878630868
Tx Utilization Per Node,0,12, ,11.629376668236771,11.746320065944419,10.966419375098132,11.805444339770764,11.925341497880359,11.840418433035014,11.673653634793531,11.70192534149788,11.545847071753807,11.839643193593972
Tx Utilization Per Node,0,13, ,22.061067279007695,20.685861202700583,20.92250549536819,22.110044747998117,22.156107709216517,21.53934094834354,21.722699795886324,21.3839888522531,21.447244465379182,21.31136167373214
Tx Utilization Per Node,0,14, ,23.568054247134558,22.73679149002983,23.47600682995761,22.75924399434762,22.770911838593186,23.20716556759303,24.273688962160463,23.100761501020568,23.05940885539331,23.40468480138169
Tx Utilization Per Node,0,15, ,10.260411760087926,9.70534032030146,9.745750902810489,9.850869445752865,9.601487674674203,9.664203564138797,9.948157089024965,10.154135264562726,10.106767153399277,10.395067907049773
Tx Utilization Per Node,0,16, ,6.88759028104883,6.65036701208981,6.358641466478254,6.4755848641859,6.016338907206783,6.377541607787721,6.509597268016957,6.488822813628513,6.369249489715811,7.181356963416549
Tx Utilization Per Node,0,17, ,13.236192887423458,12.739666745171926,13.026701601507302,13.41959098759617,13.485741482179305,13.31002708431465,13.113214397864658,13.295454545454545,13.469078740775632,13.157118464437117
Tx Utilization Per Node,0,1, ,48.73097228764327,50.43426165803109,48.97679188255613,49.70075757575758,49.456988930758364,49.75853744700895,50.67075875333647,49.24051067671534,47.98778261893547,48.98567279007693
Tx Utilization Per Node,0,2, ,14.615746192494898,14.380799576071597,14.420189590202543,14.4454780970325,14.327916470403517,14.417618542942376,14.052048987282149,14.23322931386403,14.525582901554404,13.989921887266448
Tx Utilization Per Node,0,3, ,16.12551028418904,15.81699442612655,16.934565865913015,16.210874941121055,16.488204584707177,16.52030342282933,16.276652535719894,16.129455173496623,16.462140838436174,16.18236771863715
Tx Utilization Per Node,0,4, ,54.0268095462396,53.7504808447166,52.85423535876904,53.544188648139425,53.13914075993092,53.37966124980374,52.927088239912074,53.450580938922904,52.86459805306956,53.81296121840163
Tx Utilization Per Node,0,5, ,41.00929306013503,39.94499725231591,39.836699246349504,40.5963848327838,40.90705958549223,41.04529753493484,40.822529046946144,40.18859907363793,40.445949128591614,39.46591890406657
Tx Utilization Per Node,0,6, ,21.282314727586748,20.259273433820066,21.057936881771077,21.286151672162035,21.070311273355316,21.590261422515308,20.85467695085571,21.38879729941906,21.61438216360496,21.560753257968283
Tx Utilization Per Node,0,7, ,29.89529360967185,29.90163290940493,30.995024729156853,30.84179227508243,30.04460080075365,30.708029125451404,29.932328466007224,29.735819987439157,30.08914272256241,30.240108337258597
Tx Utilization Per Node,0,8, ,12.139003375726174,11.96324972523159,11.719068927618151,12.18553736850369,11.493052284503062,11.574874391584236,12.036720835295965,11.787015230020412,11.808967263306641,11.918305463966085
