Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Total consumed energy (Joule),0, ,4.9598073074508704E11,4.656318947180917E11,4.6680895095508124E11,4.726365943551933E11,4.857488160617748E11,4.572040246617449E11,4.861555783521277E11,4.862537353481635E11,4.7253051871693384E11,4.7434187322737134E11
Total consumed energy (Joule),1, ,4.218841465473888E11,4.113806824324911E11,4.208458674790381E11,4.158268435611322E11,4.2054429080764667E11,4.068760012130815E11,4.3139831907085474E11,4.3136348057074066E11,4.2076879743906696E11,4.542534865053589E11
Total consumed energy (Joule),2, ,3.7673124758351276E11,3.84794215499203E11,3.780866394887299E11,3.844885089054082E11,3.949508627647715E11,3.8075116614688446E11,3.797345295462773E11,3.8700401799356635E11,3.9677559238647943E11,3.9079044722718085E11
Total consumed energy (Joule),3, ,3.587306063115067E11,3.521815993025173E11,3.5297376513195435E11,3.518130050842332E11,3.520655037406773E11,3.582557237281647E11,3.6392940868114307E11,3.5942555847172656E11,3.629650903043023E11,3.47306378935543E11
Total consumed energy (Joule),4, ,3.303903645350969E11,3.3675430442651465E11,3.3026741994224023E11,3.276271478559586E11,3.272947095585388E11,3.388550303340147E11,3.302723703489662E11,3.259908210135394E11,3.342941980260759E11,3.410431599995907E11


Average power consumption (Watt),0, ,665248.3657397665,703030.5062342763,700628.3753492708,693143.193032466,667865.1581118347,716805.7113299818,672602.3175654353,672642.3941585969,695528.2345535841,686555.1081781317
Average power consumption (Watt),1, ,766187.1160680742,780204.2005502599,760609.1585245536,776295.9781201207,765846.3541817073,793117.9439101187,736945.6382008509,745439.7147666061,753148.6628826575,708119.3698270664
Average power consumption (Watt),2, ,846451.6353743844,825573.2870086824,853235.7218399929,821083.9358524245,806600.7107654203,839653.0740196299,843175.315191825,823411.7940246016,794655.1606273872,809973.3352687623
Average power consumption (Watt),3, ,893931.8233820777,900852.311940596,909621.7426277108,910849.8222252221,903356.4097214891,875119.0911480945,864825.5453632332,880132.4979397457,869695.8462361993,912724.6672518824
Average power consumption (Watt),4, ,985815.2065173002,959916.5769335191,981023.8812487111,983513.061113917,989927.4536011369,939598.4890479017,965664.1913622317,985841.619920695,951126.2497963567,923096.3561816984


Energy efficiency (bits/Joule),0, ,6.136026013745444E7,6.4949706851830065E7,6.5120431559719235E7,6.4087250124652624E7,6.202483234829218E7,6.684879056915949E7,6.248370154113363E7,6.231727359555454E7,6.466001910965914E7,6.388322131930881E7
Energy efficiency (bits/Joule),1, ,7.196349862279345E7,7.279022063860881E7,7.116831503088178E7,7.230809080628882E7,7.105942790466684E7,7.379643808950223E7,6.877997814940591E7,6.944227793295945E7,7.06613559789348E7,6.546789361899429E7
Energy efficiency (bits/Joule),2, ,7.808302667238808E7,7.768354602020171E7,7.949790227863093E7,7.727823341668147E7,7.598383803771855E7,7.840864481466036E7,7.83604204322403E7,7.744420361220835E7,7.518981053023903E7,7.576092615134916E7
Energy efficiency (bits/Joule),3, ,8.248360417730902E7,8.291882502304646E7,8.406657771179451E7,8.36767668799771E7,8.378292815106022E7,8.134006050243944E7,8.140639661505584E7,8.133697351928976E7,8.099366126221853E7,8.412353246977116E7
Energy efficiency (bits/Joule),4, ,8.896939370650363E7,8.807532895263204E7,8.827667455891748E7,8.887679476658642E7,8.966504737130122E7,8.655624249785917E7,8.784897616952647E7,8.895187475297962E7,8.737966461655675E7,8.49565514967094E7


Total data transmitted (bits),0, ,3.043350666168329E19,3.0242655062802256E19,3.0398800342134702E19,3.0289979640505254E19,3.0128488879612998E19,3.0563536091989815E19,3.037680006031155E19,3.0302007062551876E19,3.055383237013409E19,3.0302486868399686E19
Total data transmitted (bits),1, ,3.03602591990414E19,2.994449064072249E19,2.9950891276192907E19,3.0067645163910803E19,2.9883636713365217E19,3.00259996336254E19,2.967156695938383E19,2.995486270792213E19,2.973209378067022E19,2.9739018930590093E19
Total data transmitted (bits),2, ,2.941631605338546E19,2.9892179148039754E19,3.0057094718931014E19,2.9712592737223946E19,3.0009882389175603E19,2.9854182949178794E19,2.975615738788527E19,2.99712179682365E19,2.9833481614562742E19,2.9606646213031158E19
Total data transmitted (bits),3, ,2.958939333728439E19,2.920248440890209E19,2.9673296456690143E19,2.943857481177758E19,2.9497078804371993E19,2.9140542243394142E19,2.962618178297988E19,2.9234587131570758E19,2.9397871574117224E19,2.92166394453428E19
Total data transmitted (bits),4, ,2.9394630419158295E19,2.965974613858007E19,2.915490954765447E19,2.9118450779956097E19,2.9346895636942655E19,2.93300181772104E19,2.9014089592239354E19,2.8997494681417355E19,2.921051490677932E19,2.897385078510573E19


Total energy consumption by transponders (Joule),0, ,2.1621783467570038E11,2.1710254837449112E11,2.1679710884398038E11,2.1677004693959518E11,2.1283087218468646E11,2.1786268641297858E11,2.1493287445012564E11,2.149924333003155E11,2.1759859354908414E11,2.1508803855389966E11
Total energy consumption by transponders (Joule),1, ,2.1526646291568185E11,2.1352672680510843E11,2.132251709058225E11,2.148276510163834E11,2.144911591043952E11,2.143748078312992E11,2.1173774051942642E11,2.142234097602669E11,2.1112986248202927E11,2.1353972334717685E11
Total energy consumption by transponders (Joule),2, ,2.0972272939367545E11,2.0989734844201743E11,2.1180992723880002E11,2.0877508694948724E11,2.1121514351004974E11,2.105939047663064E11,2.1074051098380356E11,2.1064100161981073E11,2.094162437483193E11,2.0974719428000745E11
Total energy consumption by transponders (Joule),3, ,2.081485717632284E11,2.0548427547860672E11,2.0736392598552667E11,2.06877683358747E11,2.0582304815841052E11,2.0464019970229388E11,2.0602372233123965E11,2.061863054312487E11,2.063597424976868E11,2.0452153887620087E11
Total energy consumption by transponders (Joule),4, ,2.0463081084943448E11,2.0511402627163617E11,2.0394068210444266E11,2.026274749261162E11,2.0323100532650323E11,2.0352918310817123E11,2.0193437732995557E11,2.0190923102450616E11,2.0240786338420773E11,2.0240862363591385E11


Total energy consumption by OXCs (Joule),0, ,2.1296096800250607E11,1.8918538132817508E11,1.9031388599461047E11,1.947706017583201E11,2.0775045701163605E11,1.8219129052706442E11,2.0646000730883926E11,2.0648938896959018E11,1.9405914909110416E11,1.9734907082435287E11
Total energy consumption by OXCs (Joule),1, ,1.5728140697302917E11,1.506102864444262E11,1.5804491996901575E11,1.530045020746212E11,1.5685165904412534E11,1.4653565951809534E11,1.6720991274232263E11,1.652912531348087E11,1.5958124235456665E11,1.8323600711145673E11
Total energy consumption by OXCs (Joule),2, ,1.271301384067392E11,1.3313490327847574E11,1.2657307346517245E11,1.3375648077894069E11,1.398632098068393E11,1.2952702308054994E11,1.2864153998023845E11,1.3425096470791898E11,1.4262158710426654E11,1.3781365198760764E11
Total energy consumption by OXCs (Joule),3, ,1.1462597896911703E11,1.1166886146750093E11,1.1084104694005435E11,1.1032759113544746E11,1.1132260689830148E11,1.1693513027062398E11,1.2020088543062177E11,1.1664870546445068E11,1.1921104239281989E11,1.0869060258647668E11
Total energy consumption by OXCs (Joule),4, ,9.573062284077121E10,1.0020714489968576E11,9.616237446964345E10,9.515218680226326E10,9.443970919102165E10,1.0301267189423378E11,9.769338110528647E10,9.44533241777688E10,1.0039444789228844E11,1.0553131053970729E11


Total energy consumption by Amplifiers (Joule),0, ,6.6801928066883804E10,5.9343965015421135E10,5.969795611649937E10,6.109594565728045E10,6.516748686543474E10,5.715004772169635E10,6.476269659316662E10,6.4771913078263435E10,6.087277607674931E10,6.190476384911666E10
Total energy consumption by Amplifiers (Joule),1, ,4.933627665867382E10,4.72436691829581E10,4.957577660420045E10,4.799469047012393E10,4.920147265912912E10,4.5965533863678665E10,5.2450665809101135E10,5.1848817675672386E10,5.005769260246812E10,5.747775604672357E10
Total energy consumption by Amplifiers (Joule),2, ,3.987837978309534E10,4.176196377871112E10,3.970363878476098E10,4.19569411769811E10,4.387250944788127E10,4.063023830001895E10,4.035247858223303E10,4.211205166583711E10,4.473776153389616E10,4.32296009595635E10
