Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Total consumed energy (Joule),0, ,6.573920488009913E11,6.569688275984103E11,6.82720359860795E11,6.71840686963292E11,6.649753702736708E11,7.008884849564011E11,6.640824176800425E11,6.584307429279908E11,6.411458237407156E11,6.77955228571523E11
Total consumed energy (Joule),1, ,4.377271052543102E11,4.511642701581041E11,4.56128581469376E11,4.5747144499215173E11,4.5460803044002435E11,4.4945815443437024E11,4.695361387716146E11,4.455424931812895E11,4.340061987587991E11,4.638160319471654E11
Total consumed energy (Joule),2, ,3.6144146660849475E11,3.5276133009413855E11,4.0271576769879474E11,3.6506734813559106E11,3.483865835463393E11,4.407481802208315E11,3.5136113809703705E11,3.70036872221752E11,3.6966245449711597E11,3.681919537140401E11
Total consumed energy (Joule),3, ,3.108185519181192E11,3.2067867210862933E11,3.2251571772484064E11,3.161841467296757E11,3.118778423173528E11,3.2119072005660547E11,3.250616502504794E11,3.025739888403675E11,3.5006389840111255E11,3.0973256336921716E11
Total consumed energy (Joule),4, ,2.7409775516394412E11,2.7350058898530313E11,2.7321287753265002E11,3.0463997754901306E11,3.042396762627775E11,2.9006030614976685E11,2.8400745870466266E11,2.794925833743327E11,2.7703851776763525E11,3.0260708538146375E11


Average power consumption (Watt),0, ,389737.4259001895,390356.51417433115,383415.87903428375,387052.55046746787,385202.34969449986,378734.0732613995,387793.17347233894,389184.83296942606,394963.50402051717,383765.0208954206
Average power consumption (Watt),1, ,473777.07349768595,465030.57619610376,460000.3023648752,462657.62672207376,464324.83533029765,464896.6001642122,453886.7980282903,468449.2273779055,479538.90304657357,458653.96854138095
Average power consumption (Watt),2, ,536881.9573603433,552634.5261349669,492785.9580091197,533550.1102813027,556604.5774145119,460538.97609203315,554686.0778881296,529273.4328251395,523665.5519591309,533708.9909324269
Average power consumption (Watt),3, ,604378.633484137,581532.0434528124,582932.1539177343,598137.8343713933,594217.191442231,573637.01619641,571949.2643595384,617429.1959675684,540737.1827952417,618076.098577
Average power consumption (Watt),4, ,665732.2373255303,671451.2637409,651700.642711879,580715.1302940027,597861.8538609808,617405.5359574145,633503.3276776882,643630.0868998026,671799.828335865,586540.6682909713


Energy efficiency (bits/Joule),0, ,4.7970452387077965E7,4.821460333668819E7,4.6157985779885635E7,4.699665627696895E7,4.760519130816747E7,4.487382869269806E7,4.7770849653854124E7,4.787398178211762E7,4.93839428607716E7,4.631320436035076E7
Energy efficiency (bits/Joule),1, ,7.153823443734784E7,7.008406897072074E7,6.918685494861901E7,6.873265473204657E7,6.979884603890651E7,7.009321484247328E7,6.772567384486225E7,7.029883926363347E7,7.286192472900584E7,6.791029679280841E7
Energy efficiency (bits/Joule),2, ,8.703348108125445E7,8.891322055643846E7,7.894062368623567E7,8.540582232703063E7,8.925128677206132E7,7.129527296438546E7,8.926958275683412E7,8.548748981705381E7,8.444382830113068E7,8.602884793043056E7
Energy efficiency (bits/Joule),3, ,1.0139313880341819E8,9.794228186429407E7,9.711858107047E7,9.996153166492751E7,9.954701878880605E7,9.744980814440656E7,9.648888718807144E7,1.031293636513517E8,9.012196629364106E7,1.0139396458190638E8
Energy efficiency (bits/Joule),4, ,1.122769820649797E8,1.127719977831218E8,1.11362843302879E8,1.0084396595708016E8,1.0112763585277534E8,1.0576923195848636E8,1.0833923212101993E8,1.0931396312708557E8,1.1201894669903384E8,1.015229199009678E8


Total data transmitted (bits),0, ,3.1535393976651588E19,3.167549142722644E19,3.151299666209298E19,3.1574265838096527E19,3.16562797170976E19,3.1451549806618227E19,3.172378133276127E19,3.1521701391720804E19,3.1662308725033837E19,3.1398279048001253E19
Total data transmitted (bits),1, ,3.131422427526448E19,3.161942782688545E19,3.1558102004041064E19,3.1443226878416003E19,3.1731115924733784E19,3.150396698146985E19,3.1799651392822354E19,3.132112011326998E19,3.1622526985885565E19,3.149788438679471E19
Total data transmitted (bits),2, ,3.145750904605129E19,3.1365145946442736E19,3.1790633870424056E19,3.1178877072268526E19,3.1093950875633025E19,3.142326181740034E19,3.1365862194888868E19,3.1633523345991467E19,3.1215712836928995E19,3.1675129595273286E19
Total data transmitted (bits),3, ,3.15148685773113E19,3.140800089153091E19,3.1322268878360756E19,3.160625159526657E19,3.1046509428977807E19,3.1299974047279997E19,3.136483690018684E19,3.120426292655829E19,3.1548446852325655E19,3.140501256012148E19
Total data transmitted (bits),4, ,3.0774868740593353E19,3.084320781473311E19,3.0425762868997177E19,3.0721103525118337E19,3.076703919306842E19,3.0679455803104256E19,3.076914999270543E19,3.0552441953275695E19,3.1033562955392074E19,3.072155489064767E19


Total energy consumption by transponders (Joule),0, ,1.9511962403125146E11,1.9572668009011948E11,1.9472194337705566E11,1.961309714562258E11,1.9186519812197696E11,1.9371072687130408E11,1.947641319563509E11,1.947705123120078E11,1.962631379590405E11,1.9380373006132758E11
Total energy consumption by transponders (Joule),1, ,1.8452048725491757E11,1.8527620556902313E11,1.8437528392840305E11,1.8648353303915063E11,1.862832126779763E11,1.8449923290048346E11,1.8602695817692746E11,1.8488377384741174E11,1.8596847319332358E11,1.866715386384314E11
Total energy consumption by transponders (Joule),2, ,1.769378769819329E11,1.7782153615518228E11,1.7874777205738242E11,1.7754914599841986E11,1.7684859956097195E11,1.784653930041673E11,1.777601819066496E11,1.7843023015061334E11,1.7619986773642535E11,1.7912508665868692E11
Total energy consumption by transponders (Joule),3, ,1.698755608537115E11,1.695516656649636E11,1.7088802485246988E11,1.7131214186176364E11,1.680360910242967E11,1.677391012570043E11,1.6930238728962018E11,1.6826963795582428E11,1.726421951258304E11,1.7239461014242163E11
Total energy consumption by transponders (Joule),4, ,1.6126075168337457E11,1.6186840439500827E11,1.5831852833419757E11,1.608696022105725E11,1.647761444483582E11,1.6130550420239862E11,1.611429357700601E11,1.6048363870470163E11,1.6402095959487717E11,1.612145063105438E11


Total energy consumption by OXCs (Joule),0, ,3.016932273747198E11,3.0102083669026495E11,3.184828022049145E11,3.104628173231868E11,3.087662752355404E11,3.309998314642738E11,3.062915733216854E11,3.025989522293418E11,2.903441479198185E11,3.1597218500887756E11
Total energy consumption by OXCs (Joule),1, ,1.65250440397615E11,1.7352674316720612E11,1.7735457490395328E11,1.7685506068713147E11,1.751170433661212E11,1.7292035578176752E11,1.850268263926377E11,1.7011391133348657E11,1.6187706193768127E11,1.8087303536889807E11
Total energy consumption by OXCs (Joule),2, ,1.2041272728821887E11,1.1417109955455118E11,1.4616841458228818E11,1.2238015629516943E11,1.1195097356645142E11,1.7117382807257446E11,1.1329733278921533E11,1.2504839816407146E11,1.2625964485155392E11,1.2339086273633823E11
Total energy consumption by OXCs (Joule),3, ,9.198373853091252E10,9.863014074477892E10,9.895690413468901E10,9.454793399502023E10,9.387555876916191E10,1.001472543913621E11,1.0165329407129622E11,8.765115740790291E10,1.1579087005698274E11,8.96309797640837E10
