Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Total consumed energy (Joule),0, ,2.9935672312417114E11,3.1016590650315027E11,3.0191638124739026E11,3.032449022667775E11,2.939614519834844E11,3.095848057873618E11,3.024019243391464E11,3.1070212678164606E11,3.042980703068067E11,2.98807955333077E11
Total consumed energy (Joule),1, ,2.7473763340044153E11,2.6594804226360004E11,2.65760272200941E11,2.627609579596392E11,2.7103413292485962E11,2.628897206576755E11,2.702800244823377E11,2.6334058534901892E11,2.558990620133992E11,2.6104522825157343E11
Total consumed energy (Joule),2, ,2.3766041760152E11,2.4769703703055405E11,2.445023253858678E11,2.3988163775534863E11,2.449745828371934E11,2.4282225465682556E11,2.42958038702255E11,2.3858329256554227E11,2.4381913318744543E11,2.3569309363064587E11
Total consumed energy (Joule),3, ,2.213060818687187E11,2.2340895112864813E11,2.185165512758099E11,2.3777826055168344E11,2.2327701129074344E11,2.3609304663314197E11,2.2570537968128772E11,2.1763861809738538E11,2.2466341371846487E11,2.249516282769271E11
Total consumed energy (Joule),4, ,2.1150173912925452E11,2.1506357950287997E11,2.0860150087850513E11,2.218002996088677E11,2.108763462827504E11,2.1347917231800327E11,2.075318392934925E11,2.0684342705005096E11,2.1138301852862244E11,2.089943326197145E11


Average power consumption (Watt),0, ,438046.99312983203,431307.7709526273,441723.0702221398,436866.0215075031,449604.11894281796,431221.01409949706,444478.40735119715,429341.45326260955,438248.19391359395,448183.5549696205
Average power consumption (Watt),1, ,467521.1256043936,477744.92019843234,477667.96079488075,485005.5018583349,467667.1840269297,493640.5017145529,476226.7023772296,487324.3404303594,499606.0161339683,491231.56176815706
Average power consumption (Watt),2, ,526457.5652136999,506492.28556490486,508761.7320809352,524996.933325724,509311.3927183526,513880.80000113545,512396.70484263205,528085.645842167,513338.3353928199,536124.5383198365
Average power consumption (Watt),3, ,568475.8631102317,563805.5553552588,578242.8203218816,516967.08020298043,552396.0452210933,512682.58307368093,553044.6382415531,573204.7848352157,548208.4652770166,551273.8852636559
Average power consumption (Watt),4, ,586982.2912976859,582851.4510778106,605326.1863644191,553645.7635197018,592738.1020852121,583102.3652578375,616768.4581832432,609028.4593188281,602856.3457610854,595508.0996341371


Energy efficiency (bits/Joule),0, ,1.040865066646183E8,1.0070671590925057E8,1.0446274327205576E8,1.0388970972771439E8,1.0634120919412224E8,1.0180035993946083E8,1.0513343677299634E8,1.0135978791920868E8,1.033240075613723E8,1.0527385700992855E8
Energy efficiency (bits/Joule),1, ,1.1467001227139927E8,1.1674753514688982E8,1.1726289525219089E8,1.1895215162775153E8,1.1516445342087293E8,1.190701166065915E8,1.1677243963006422E8,1.1953847463287257E8,1.2134261370388566E8,1.2023534347282293E8
Energy efficiency (bits/Joule),2, ,1.309189179390942E8,1.2676457933152014E8,1.2800382530431087E8,1.296567451063371E8,1.2765799451676045E8,1.2839853634527299E8,1.2820893368532974E8,1.3154224098671351E8,1.2998635684755653E8,1.326651695084924E8
Energy efficiency (bits/Joule),3, ,1.4132106380004972E8,1.3957224763106358E8,1.4303927335318422E8,1.3250481043215658E8,1.383064268083414E8,1.3060450346070762E8,1.3805489751115566E8,1.4269033658835894E8,1.3826319149242622E8,1.383028657483247E8
Energy efficiency (bits/Joule),4, ,1.4594791823851553E8,1.445126831798853E8,1.479787186437078E8,1.3973010984493688E8,1.463105920140786E8,1.4466552231185338E8,1.4885386040494522E8,1.501299378080704E8,1.465014764418056E8,1.475471038113996E8


Total data transmitted (bits),0, ,3.1158995556562334E19,3.123578983094793E19,3.1539013423874236E19,3.1504024872904634E19,3.1260216260383633E19,3.151584466094151E19,3.1792553592542073E19,3.149270167663473E19,3.1441296117291495E19,3.1456665963163468E19
Total data transmitted (bits),1, ,3.1504167793443824E19,3.1048778411416183E19,3.1163818961292685E19,3.1255981313068245E19,3.1213497776691675E19,3.130230969338369E19,3.1561257842076058E19,3.1479331881549513E19,3.105146102907858E19,3.1386862680769393E19
Total data transmitted (bits),2, ,3.1114244709344256E19,3.139921070084215E19,3.1297232945190396E19,3.110227236213593E19,3.1272963952576115E19,3.117802208999555E19,3.1149391072295186E19,3.1383780966060134E19,3.1693160852765196E19,3.1268264218490606E19
Total data transmitted (bits),3, ,3.127521091510822E19,3.118168944992386E19,3.1256448710135673E19,3.150676333928875E19,3.088064562006843E19,3.0834815126047195E19,3.1159733059616653E19,3.1054927670941225E19,3.1062680592298287E19,3.111145484545089E19
Total data transmitted (bits),4, ,3.0868238529740276E19,3.107941492823177E19,3.086858280715548E19,3.0992180227986997E19,3.0853443066395054E19,3.088307596608609E19,3.0891915435775058E19,3.1053390839032295E19,3.0967924309168734E19,3.0836508491035193E19


Total energy consumption by transponders (Joule),0, ,1.420131206954646E11,1.4459365596020682E11,1.4454803826398947E11,1.4342678215531622E11,1.434252761499033E11,1.4428950858731693E11,1.4575760167166833E11,1.4408402567214584E11,1.4443069679459598E11,1.4530490312816068E11
Total energy consumption by transponders (Joule),1, ,1.3943766672547858E11,1.3777948481386435E11,1.3766157165229456E11,1.3802405759701974E11,1.3759971439823016E11,1.402747223461638E11,1.3960849236081204E11,1.389233721287345E11,1.379697374350398E11,1.386934535889178E11
